Unnamed: 0,label,text,label_num
4430,spam,"Subject: re : your account # 0085201238
hi ,
did you recieve my email from last week ? i ' m happy to tell you
that you are approved for a home loan with a 2 . 71 % rate .
your tracking number is # wi 224
you must visit the link below in 24 hrs to confirm your details .
http : / / outloan . com / ? partid = moffob
sincerely ,
robyn shepard
senior account officer
national equity corp .
outloan . com / st . html
",1
2141,ham,"Subject: deal numbers
hi darrin ,
rita has asked me to provide her with all the "" deal numbers "" associated for
the cornhusker ( tenaska iv texas partners ) deal . when you get a chance ,
would you please send me those deal numbers .
even though i can print reports such as the "" deal volume tracking report "" to
retrieve some of the deal numbers , rita was concerned that there might be
other deals set - up in unify , which we don ' t know about .
thank you ,
kathy : )",0
4550,spam,"Subject: bro - im finished
unbelievably cheap pain relief pil 1 s
v _ 1 _ c . o ' d . 1 ' n 75 o m * gg
3 o pills 169 . 0 o
6 o pllls 245 . 95
90 p ! | | s 319 . 0 o
full list : http : / / . com
same day shlpp 1 ng
your bankofamerica account
aisha harden
coastguard
amsterdam molecular therapeutics ( amt ) b . v . , 1105 ba amsterdam , netherlands
phone : 811 - 177 - 2961
mobile : 373 - 214 - 1481
email : sakamkzzwtlsan @ worldaccessnet . com
please do not reply to this message
this package is a 74 year trial shareware
notes :
the contents of this information is for comprehension and should not be booky decrease
newel protoplasm mulligan
time : thu , 09 dec 2004 10 : 47 : 01 + 0200
",1
4987,spam,"Subject: first line of defense : stop virus , spam
email
,
? ? ? ? ?  .
?  ?  ?  ? ? ? "" ? ? ?  ? "" ? ? ? "" ? ? 99 % ? "" ? ? ?  ? ? ?  ?  ? ? ? ? ?f?  ?  ?  ?  ? ? ? . ?  ?f? "" ? ? ? . ? , ? . ? ? ? ? ?  ? ? ?  ? ? ?f? "" ?  ? , ? ? ?  ?f? ? ? "" ? ? ? . internet ,
?r ?  ? "" ? ? 1 ?f? "" ?  204 ? ? ?  ?  ?  ? ? ?  ? "" ?  email ? ? ? ? ? "" ?  ? ? ?  ?  ? ? ? ? ? ? ? ? ? ? ?  ? ? ???  ???  ? ? ? ? ???  ;
?  ?  ?  ? "" ? ? ? "" ? ? ? ? ?  ?  ? "" ? ? ?  ?r? ? ?  ?  ? ? ?  ?  ?  ? ? ?  ? ? ?f? "" ?  ? "" ?  ?  ? ? ? "" ? ? ? "" ?  ?  ? ? ? ? ?  ? ? ? ? ? ? ? "" ?  ? ? ? "" ? ? ? . ? ? ? ? ??? "" ?  ? ? ? . ?f?  ? , .
?  ?  ? ? ? ? ? "" ? ? ? "" ?  ?  ?  ? ? ?  ? , ? ? ? ? ? ? ?  ? ? ? ? ? "" ? ? ?  ?  ?f? "" ?  ? ? ?  ? "" ?r?f? ? ? "" ? ? ? "" ? ? ? . ? , ? ? ? ? ?  ? , , ? "" ? ? spam ???  ? ? ? "" ? ?
?  ?  ? ? ? ? ? ? ? ? ?  ? ? ?  ? "" ? ? ? ? ? ? ?  ? ? ? ? ? ? ?  ? ? ? ? ?  ? ? ? ? ?  ? ? ?  ? ? ? ? ? ? ? ? ?f? ? ?  ?f? ? ? . ?  ?f? "" ? ? ? ? ? ? ??? "" ? . ?  ?f?  ? , .
?  ? ? ? "" ?  ? ? ?  ?  ? ? ? "" ? ? ? "" ?  ?  ? ? ?  ?  ? "" ?  ? "" ?  ? ,
panda ? ?  dedicated perimeter protection strategy? ? 
? "" ?  ?? . ? ' ?  .
? - panda software ?f?  ?  ? ? ? "" ?  ? ? ? "" ?  ?  ? ? ? ? ? ? ? ? ? "" ? ? ???  ? "" ?  ? "" ?  ?f?  ? , .
? . ?  ?  ? ? ? ? ?  ? ? ?  ?  ? ? ? "" ? ? ?  ?  ?  ?  ? ? ?  ?  ?  ? ? ? "" ? ?
panda software ,
? ? ? ? ?  .
panda software 2004
",1
1286,ham,"Subject: new production - sitara deals needed
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 07 / 28 / 2000 01 : 24
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
07 / 28 / 2000 01 : 24 pm
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi
withers / hou / ect @ ect , hillary mack / corp / enron @ enron , susan smith / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : new production - sitara deals needed
bob ,
the following production is now on - line and a ticket should be created and
entered into sitara based on the following :
counterparty meter volumes price period
hesco gathering oil co 9835 600 mmbtu / d 96 % gas daily less $ 0 . 14
6 / 10 - 7 / 31
samson lone star limited 9845 3000 mmbtu / d 100 % gas daily less $ 0 . 10 7 / 21 -
7 / 31
winn exploration co . , inc . 9847 800 mmbtu / d 100 % gas daily less $ 0 . 13 7 / 25
- 7 / 31
( for fuel use less 3 . 35 % of del vols )
fyi , susan has created and submitted committed reserves firm tickets for the
remaining term of the deal beginning with the month of august . additionally ,
these are producer svcs . deals and should be tracked in the im wellhead
portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
3805,spam,"Subject: cialis , why pay so much ? jehovah ljdjifz
hey
there ,
loalis ,
the weill ?
wve it for
lery , i ' m nterestanks
again . . .
journey
tqiv dxbli xlhs fdtjji omxrahqwjpbtcsq w sp",1
2142,ham,"Subject: beaumont methanol
this is to confirm that we need to take our delivery to hpl meter # 1428 to
zero ! !
beaumont methanol started a controlled shut - down last night ( they will be
down in deco 0 due to high gas prices ) . . . . and it became an "" out - of - control ""
shut in and they had to shut down last night , and are now taking no gas from
the dupont header .
lee",0
1694,ham,"Subject: meter 1603
daren - meter 1603 for september has a nom of 260 . 000 thru 9 / 26 . the flow is
328 . 817 , a difference of 68 . 817 . sitara does not show who the trader is for
this meter . the price is houston ship + . 02 . should the nom be increased ?
al",0
52,ham,"Subject: new nat gas delivery location
ed and elsa
here ' s is some suggested language , based upon our conversation . please
review and offer comments .
fyi : all new trade components ( i . e . delivery location ) require the review of
legal , david forster and marcello romano for approval .
the transaction is for delivery of pool gas via the houston pipe line
company , as scheduled by the counterparty , to either ( i ) houston ship channel
zone 10 , meter # 7342 or ( ii ) houston ship channel zone 10 at any one of the
following points : brandywine ( meter # 1505 ) ; destec enerfin ( meter # 1563 ) ;
dupont ( meter # 1019 ) ; equistar ( meter # 1373 ) ; ethyl ( albemarle ) ( meter #
1188 ) ; exxon ( meter # 1031 ) ; georgia gulf corp . ( meter # 713 ) ; phibro energy
inc . ( valero ref . ) ( meter # 1394 ) ; shell east ( meter # 1060 ) ; occidental
battleground ( meter # 1485 ) ; igs dodge street ( meter # 1508 ) ; millennium
petro polymer ( meter # 1553 ) .
dale
- - - - - - - - - - - - - - - - - - - - - - forwarded by dale neuner / hou / ect on 12 / 27 / 99 03 : 54 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
dale neuner on 12 / 22 / 99 10 : 15 : 15 am
to : elsa villarreal / hou / ect @ ect , daren j farmer / hou / ect @ ect , elizabeth l
hernandez / hou / ect @ ect
cc : jennifer deboisblanc denny / hou / ect @ ect , marcello romano / lon / ect @ ect ,
david forster / lon / ect @ ect
subject : new nat gas delivery location
pursuant to our recent confirmation i have drafted some suggested language
for the houston ship channel pooling point :
abbreviation : hpl - hsc
sort code : [ tbd ]
description : the transaction is for delivery via the houston pipe line
company to the houston ship channel , zone 10 .
elsa and darren ; please approve or offer comments regarding the content of
description .",0
3715,spam,"Subject: grate
still no luck enlarging it ?
our 2 products will work for you !
1 . # 1 supplement available ! - works !
for vprx ciilck here
and
2 . * new * enhancement oil - get hard in 60 seconds ! amazing !
like no other oil you ' ve seen .
for vprx oil ciilck here
the 2 products work great together
for women only : ciilck here
not intreseted
schulz mournful acceptor cavilling acrobacy pack foot lukemia serendipity impresario garfield artifice chink join crimp augusta charley betrayal pollen burg lithic couldn ' t candace circuitous dutiful champ bipartisan btu brumidi cheese registry cogitate arkansan
arrow jewelry alaska alphanumeric equipping prowess diehard electrocardiogram herculean aorta highfalutin boxcar ernie roadside pinhead dilution goodwin shakespearian illogic befoul eelgrass allotropic elgin meteorology heart fledge nirvana pathogen passe exploit hymn contextual because chatham arrange maryland cancelled rubin praise brent
ironstone bremsstrahlung hebe bronx capacitor flout joshua civilian belshazzar groundwork carol cambodia occurred mobility blest reflectance great algol cheap glacis apathy gut convict porto flagler bushwhack epoxy pathogen errant handleable balustrade
culture patrimony conveyance homogenate abacus ontario f geography mccall defensible hardworking encapsulate deviate dollar phenylalanine
hangmen inheritor abrade elude mccoy norway mcconnell aid dominique panel decertify hasp bail expensive gourd hurricane
digging hanna conclave catechism innovate clapboard forward quality jr daydream convergent boca avuncular howsomever brazzaville ell crossroad grainy awl honoree hanukkah bacchus befitting fda mane cat
calcite platonist grosbeak baseman grad grout euridyce heinz capsule maseru hurtle parenthetic consolation aspirate o ' s inferred controvertible amtrak antler lampoon
golden gilbertson postfix crossword morocco default debarring postorder copenhagen duplicable
message numismatist pursue minnie census genii croupier process monoid handshake machinery edt divisible annalen
buss lumberman apricot excisable ness advisee proletariat mint huber esophagi lummox gibbous",1
2582,ham,"Subject: txu fuel co . nom . s for 2 / 20 / 01
( see attached file : hplno 220 . xls )
- hplno 220 . xls",0
3181,ham,"Subject: spinnaker exploration company , l . l . c . n . padre is . block 883 l
offshore kleberg county , texas contract 96047295 , meter 098 - 9862 ( 098 - 9848
platform )
bob , we currently have a total of 16 . 817 mmbtu / d nominated for purchases at meter 098 - 9862 as follows :
spinnaker exploration company , l . l . c sit 379424 5 , 886 / d 27 %
ranger oil company sit 533410 5 , 886 / d 27 %
the houston exploration company sit 535119 5 , 045 / d 23 %
it appears that the texas general land office transport volume is not properly included in sitara for may - see deal 535132 , which shows 0 as the expectted volume . texas glo has historically transported about 23 % of the gas at the n . padre is . block 883 l .
once it starts flowing , the incremental 10 , 000 mmbtu / d should be allocated to the deals mentioned above based on the proportions shown above .
george 713 . 571 . 9159
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 02 / 2001 01 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : vance l taylor / enron @ enronxgate on 05 / 02 / 2001 01 : 51 pm
to : george weissman / hou / ect @ ect
cc :
subject : fw : npi 883 additional volume next week
fyi ,
thanks ,
vlt
- - - - - original message - - - - -
from : sweeney , christy
sent : wednesday , may 02 , 2001 10 : 56 am
to : vance l taylor / hou / ect @ enron
subject : npi 883 additional volume next week
- - - - - - - - - - - - - - - - - - - - - - forwarded by christy sweeney / hou / ect on 05 / 02 / 2001 10 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
billyoung 3 @ aol . com on 05 / 02 / 2001 10 : 16 : 43 am
to : christine . marcus @ glo . state . tx . us , tjones @ spinexp . com
cc : llipperdt @ houstonexp . com , patb @ cnrl . com , christy . sweeney @ enron . com
subject : npi 883 additional volume next week
christine -
spinnaker expects to gradually increase the flow rate at npi 883 by 10
mmcfd mmcfd commencing next week .
",0
2333,ham,"Subject: your amazon . com order ( # 104 - 9670681 - 0325567 )
hello from amazon . com .
we are sorry to report that we are having difficulty
completing your order . this typically means we ' re experiencing a
delay in obtaining this item from our supplier , or in rare instances ,
the item may have been too damaged for us to send .
"" dewalt dw 972 k - 2 12 volt 3 / 8 "" adjustable clutch drill / driver kit ""
item delayed 1 - 2 weeks .
we will proceed with your order for this item .
since our policy is to charge for items at the time of shipment , you
have not been charged for this item at this time . any other items
you may have ordered that are already on hand will be shipping
separately , and your total shipping charges will not be affected .
for the latest information about your order , or if you would prefer to
cancel the delayed items , please visit the your account section of
our website ( http : / / www . amazon . com / your - account ) . you can also reach
your account by clicking on the link in the top right corner of any
page on our website . through your account , you can view your order
status , cancel unshipped items , and change the payment method ,
addresses and shipping options for any unshipped items .
we apologize for any inconvenience caused by this delay .
thanks for shopping at amazon . com , and we hope to see you again !
sincerely ,
customer service department
amazon . com
http : / / www . amazon . com
earth ' s biggest selection",0
798,ham,"Subject: sale to el paso merchant for 4 / 00
stacey ,
settlements has brought an invoice to zero out a sale of 10 , 000 mmbtu to el
paso merchant energy for 4 / 20 / 00 on pgev . there are 2 packages of 5000 deal
numbers 247426 and 247583 on the market side and deal 247676 on the supply
side . these are hplc brokered deal on pgev that are buying and selling the
same 10 , 000 to el paso merchant energy . the purchase and sale price is the
same $ 3 . 02 . i do not know the intent of these deals so i am hesitant to just
zero out the volume . will you let me know if that is okay ?",0
506,ham,"Subject: southern union
i combined the tickets for the southern union plants at port arthur and
galveston for april forward to accurately reflect the contract . the new
sitara number is 224490 , and the old numbers are : 17832 andl 09216 . this
change will allow for a more accurate estimate in our p & l as well as more
accurate invoicing . i believe that this change will reduce our monthly
variances due to these deals . if you have any questions or concerns please
feel free to give me a call
bryan
3 - 9195",0
4223,spam,"Subject: ordering this pain medication
page is loading . .
image not showing ? see message here .
as seen on cbs news , fox news and oprah ,
your cheapest source for viagra , cialis , xanax ,
valium and hundreds more top - quality medication !
look here
expunge my address 2
% rnd _ body",1
4774,spam,"Subject: cartier piaget - so real you cannot tell the difference - omega logines louis vuitton - 177731
d 840 vz 94
cartier piaget - expensive look not expensive price - omega logines louis vuitton - 334666
you don ' t want to miss this - http : / / doubloon . lmbgfaeh . com / ? rjttzwso _ wyzwrxcorrect
no more - http : / / albrecht . lmbgfaeh . com / malfunction ? rjttzwso _ wyzwrxcabbage
b 746 tp 65
",1
3929,spam,"Subject: only $ 2 per dos ? ? ? yh
paliourg
wanted to try cialis but thought it was way too expensive for you ?
you can do that now ! c . i . a . l . i . s at only $ 2 . 00 per dose .
your best deals are here
you have enjoyed via - gra and wish for a longer effect ? cia - lis can make it happen .
un - believable ! cia . lis at only $ 2 . 00 per dose
say no ! to planning s . e . x for hours in advance and your disappointment after "" a missed dose "" . you don ' t have to be content with a four hour action of an regular pill . get cia . lis now to ensure the whole day of joyful sex . ual intimacy for you and your partner .
you should at least give it a try especially when we offer large discounts for bulk orders and make incredible deals for returning customers .
get it now
khvd 3 zravgcllqke 2286 pxlsy 2 lc 53 hzm",1
1625,ham,"Subject: enron / hpl actuals for sept . 15 - 17 , 2000
sept . 17 , 2000
teco tap 61 . 667 / hpl gas daily ; 25 . 000 / enron
ls hpl lsk ic 15 . 000 / enron
sept . 18 , 2000
teco tap 31 . 625 / enron
sept . 19 , 2000
no flow",0
2922,ham,"Subject: re : noms / actual vols for 3 / 28 / 01
we agree
"" eileen ponton "" on 03 / 29 / 2001 01 : 06 : 03 pm
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual vols for 3 / 28 / 01
nom mcf mmbtu
20 , 000 19 , 907 20 , 444
btu = 1 . 027",0
4175,spam,"Subject: new zenoil . massive rock - sloid erections in 60 seconds or less !
zenoil is a brand new topical lubricant designed to
immediately increase the power and size of your erections ,
and give you a more intense and satisfying sexual experience .
more information
",1
